104.18.48.63,SJC,North America,San Jose,167 ms
162.159.242.185,LAX,North America,Los Angeles,167 ms
162.159.207.118,SJC,North America,San Jose,168 ms
104.21.228.68,LAX,North America,Los Angeles,168 ms
104.18.120.71,LAX,North America,Los Angeles,169 ms
