172.67.199.23,LHR,Europe,London,167 ms
172.67.187.11,LHR,Europe,London,169 ms
172.67.171.138,LHR,Europe,London,170 ms
172.67.222.86,LHR,Europe,London,171 ms
104.21.79.67,LHR,Europe,London,172 ms
